RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7302,15607301,Davis,627,France,Female,54,5,0.0,1,1,0,156645.23,1
7303,15607302,Martinez,632,France,Male,56,3,0.0,1,0,1,21662.72,0
7304,15607303,Lopez,650,Spain,Male,54,8,144964.48,1,0,0,152762.35,0
7305,15607304,Lewis,712,France,Female,53,3,0.0,1,0,1,87921.44,0
7306,15607305,Sanchez,611,Spain,Male,41,5,107175.36,4,0,1,28301.73,1
7307,15607306,Thompson,717,Spain,Male,38,10,0.0,2,1,0,130678.05,0
7308,15607307,Lee,598,France,Female,52,5,0.0,2,0,0,181067.69,0
7309,15607308,Taylor,809,Spain,Male,36,10,0.0,1,1,1,65180.72,0
7310,15607309,Taylor,812,France,Male,35,0,163975.39,2,0,0,153473.61,0
7311,15607310,Wilson,567,Spain,Female,46,3,59467.77,2,1,1,29934.08,0
7312,15607311,Clark,532,Germany,Female,43,8,67276.56,1,1,1,198194.98,0
7313,15607312,Miller,743,France,Female,57,10,78990.01,2,1,1,140901.02,0
7314,15607313,Davis,674,France,Male,52,9,206250.04,2,1,1,110747.92,0
7315,15607314,Anderson,702,France,Male,56,5,45505.72,1,1,1,94393.8,0
7316,15607315,Davis,587,Spain,Female,63,3,0.0,2,1,1,130734.75,0
7317,15607316,Thompson,637,France,Male,69,6,94100.42,1,1,0,157392.16,0
7318,15607317,Robinson,616,Germany,Female,61,9,75518.16,2,0,1,24533.29,1
7319,15607318,Moore,679,France,Female,54,6,0.0,1,1,1,132317.31,0
7320,15607319,Clark,530,Spain,Male,42,4,10714.03,2,1,0,183843.96,0
7321,15607320,Smith,640,France,Male,67,3,0.0,2,1,0,54758.09,0
7322,15607321,Robinson,529,Germany,Male,40,3,99847.97,1,1,1,154637.92,1
7323,15607322,Thompson,600,France,Female,63,6,105377.59,2,1,0,21267.55,1
7324,15607323,Lee,640,Germany,Male,71,5,0.0,2,1,1,179914.81,0
7325,15607324,Thompson,698,France,Male,57,3,165470.45,2,0,1,7612.48,0
7326,15607325,Taylor,706,France,Female,42,2,63584.3,1,1,1,1832.33,0
7327,15607326,Sanchez,723,France,Female,47,1,0.0,1,1,0,75396.18,0
7328,15607327,Rodriguez,507,Germany,Male,55,3,99629.98,2,1,0,106047.85,0
7329,15607328,Thomas,771,France,Female,44,6,88527.99,2,1,0,90856.56,1
7330,15607329,Rodriguez,588,Germany,Male,34,1,60803.62,1,1,1,36536.45,0
7331,15607330,Perez,595,France,Female,54,8,117270.61,2,1,1,160380.48,0
7332,15607331,Perez,675,Spain,Female,57,8,126343.3,1,1,0,140713.55,0
7333,15607332,Martin,617,Spain,Male,58,5,0.0,3,1,1,175386.18,0
7334,15607333,Hernandez,684,Germany,Female,47,8,0.0,2,1,1,4131.48,0
7335,15607334,White,702,France,Male,52,0,0.0,1,1,0,68896.91,0
7336,15607335,Williams,576,France,Female,54,5,200979.08,1,1,1,39560.42,1
7337,15607336,Wilson,632,France,Male,37,2,53366.53,2,1,0,127475.69,0
7338,15607337,Johnson,635,France,Male,46,5,165398.51,2,1,1,195008.65,0
7339,15607338,Garcia,741,Germany,Male,53,4,77475.21,3,0,0,59338.29,1
7340,15607339,Harris,605,Germany,Male,57,4,0.0,1,0,0,170970.19,1
7341,15607340,Lewis,601,Spain,Female,72,0,138890.43,2,1,1,173447.7,0
7342,15607341,Jackson,551,France,Female,56,4,43359.79,1,0,1,57334.09,0
7343,15607342,Martinez,562,Germany,Female,40,10,0.0,2,0,0,15593.28,0
7344,15607343,Wilson,520,France,Male,43,5,82412.56,4,0,0,173205.74,1
7345,15607344,Johnson,582,Germany,Male,64,0,62925.46,2,1,0,160232.1,1
7346,15607345,Sanchez,802,France,Female,79,9,0.0,1,1,1,124411.99,0
7347,15607346,Harris,716,France,Male,42,6,106201.45,2,1,1,76685.4,0
7348,15607347,Lewis,772,France,Female,46,0,0.0,1,1,1,43314.58,0
7349,15607348,Brown,558,Germany,Female,80,6,0.0,2,0,1,65744.42,1
7350,15607349,Clark,463,Spain,Male,75,10,81316.89,1,1,1,21238.94,0
7351,15607350,Jackson,680,France,Female,59,8,0.0,1,1,1,165160.61,0
7352,15607351,Johnson,827,France,Female,46,6,121792.52,1,0,0,27561.6,0
7353,15607352,Anderson,603,France,Female,41,9,152700.67,1,1,0,27112.34,0
7354,15607353,Moore,659,Germany,Male,46,4,81879.81,1,1,0,177526.45,0
7355,15607354,Robinson,499,France,Male,48,2,0.0,2,0,0,137825.84,0
7356,15607355,Perez,652,Spain,Male,49,6,28439.49,2,1,0,51268.78,0
7357,15607356,Taylor,638,Spain,Male,37,5,0.0,2,0,1,54511.39,0
7358,15607357,Miller,449,Spain,Male,43,7,0.0,1,1,0,173313.38,1
7359,15607358,Rodriguez,550,France,Female,53,7,144325.18,2,1,1,117486.33,0
7360,15607359,Anderson,542,Spain,Female,46,9,142690.51,2,1,0,83486.16,0
7361,15607360,Wilson,498,Germany,Female,40,10,0.0,1,0,1,179571.46,0
7362,15607361,Miller,580,France,Male,42,5,225587.73,1,1,0,41196.63,0
7363,15607362,Jackson,698,Germany,Female,50,6,0.0,2,1,1,108813.28,0
7364,15607363,Thompson,589,Spain,Male,38,2,66130.81,2,1,0,185971.96,0
7365,15607364,White,760,France,Female,70,3,0.0,2,0,0,95852.43,0
7366,15607365,Rodriguez,615,France,Female,39,6,0.0,1,1,1,58737.59,0
7367,15607366,Rodriguez,681,France,Female,61,5,77768.41,1,1,1,198881.33,0
7368,15607367,White,697,Germany,Female,79,2,134643.09,1,1,0,105102.91,1
7369,15607368,Lewis,797,France,Female,39,9,156052.83,1,1,1,82209.39,0
7370,15607369,Lopez,581,Spain,Male,92,6,85011.47,2,1,0,66206.53,1
7371,15607370,Harris,692,Germany,Male,41,2,30661.75,1,1,0,64127.25,0
7372,15607371,Lee,559,Germany,Male,50,9,13248.6,2,1,1,32004.39,0
7373,15607372,Williams,815,France,Male,47,7,96082.03,1,0,0,156027.31,0
7374,15607373,Clark,550,Germany,Female,65,6,106272.81,1,0,0,79516.17,1
7375,15607374,Williams,686,France,Male,49,3,0.0,1,1,1,113595.44,0
7376,15607375,Davis,799,France,Female,43,0,98052.75,2,1,1,135009.41,0
7377,15607376,Williams,535,Germany,Male,61,5,153675.53,2,0,0,104699.53,1
7378,15607377,Davis,707,France,Male,48,4,0.0,2,1,0,61311.97,0
7379,15607378,Taylor,554,Germany,Female,42,8,0.0,1,1,1,155485.77,0
7380,15607379,Ramirez,850,France,Male,44,9,113823.87,2,0,1,106484.93,0
7381,15607380,Williams,468,France,Female,39,5,127294.75,1,1,0,28621.21,1
7382,15607381,Clark,504,France,Female,33,0,55148.82,1,1,1,48607.01,0
7383,15607382,Taylor,542,Spain,Male,40,2,189093.79,2,1,0,41888.09,0
7384,15607383,Davis,545,Germany,Male,49,1,0.0,2,1,0,95143.97,1
7385,15607384,Brown,700,Germany,Male,48,2,0.0,2,0,1,17658.63,0
7386,15607385,Lopez,822,France,Female,38,0,102374.65,1,1,1,125852.62,0
7387,15607386,Martinez,760,France,Female,43,10,0.0,1,1,1,173324.97,0
7388,15607387,Jones,672,Spain,Male,59,1,0.0,1,0,1,135255.76,0
7389,15607388,Sanchez,650,France,Female,58,7,0.0,2,1,0,52931.67,1
7390,15607389,Moore,591,France,Male,53,2,99864.03,1,1,0,94457.46,0
7391,15607390,Lee,687,Germany,Female,41,8,0.0,2,0,1,53822.38,1
7392,15607391,Lee,629,France,Female,65,10,0.0,2,1,0,67699.88,1
7393,15607392,Garcia,668,Spain,Female,50,10,127952.95,1,0,0,147185.14,0
7394,15607393,Robinson,578,Germany,Female,44,3,13080.09,1,0,0,115624.35,1
7395,15607394,Martinez,534,France,Male,41,1,140627.56,1,1,0,38411.09,0
7396,15607395,Miller,652,France,Female,61,6,0.0,1,1,0,147670.57,1
7397,15607396,Perez,650,France,Male,29,8,0.0,1,0,0,197255.36,0
7398,15607397,Gonzalez,592,Spain,Female,55,4,0.0,2,1,0,155692.95,0
7399,15607398,Smith,576,Germany,Male,46,0,0.0,1,1,1,90370.08,0
7400,15607399,Rodriguez,703,France,Female,67,8,164447.04,2,1,0,44563.72,0
7401,15607400,Davis,693,France,Female,86,8,222096.67,2,1,1,56313.5,1
7402,15607401,Sanchez,830,Germany,Female,44,6,109351.08,1,1,1,12588.37,0
7403,15607402,Wilson,782,Germany,Male,65,0,0.0,1,1,1,60794.8,0
7404,15607403,Johnson,535,France,Female,56,3,139284.84,1,1,0,130374.96,0
7405,15607404,Gonzalez,631,France,Female,54,0,46593.63,1,0,1,146852.7,0
7406,15607405,Thompson,518,France,Female,38,2,0.0,2,1,1,109704.67,0
7407,15607406,Lopez,473,Germany,Male,46,6,66300.48,2,0,1,177413.77,0
7408,15607407,Hernandez,850,Spain,Male,64,0,0.0,2,0,0,33716.93,1
7409,15607408,White,792,France,Male,69,7,0.0,1,1,0,105923.95,0
7410,15607409,Hernandez,589,Germany,Male,74,9,74792.54,1,1,1,24185.31,1
7411,15607410,Brown,769,France,Male,46,3,127955.48,1,1,0,51452.18,0
7412,15607411,Martin,783,France,Male,58,3,0.0,1,0,1,184457.32,0
7413,15607412,Lopez,465,France,Male,46,0,62810.41,1,1,1,190772.72,0
7414,15607413,Smith,731,Spain,Male,53,4,45416.14,2,0,0,28878.66,0
7415,15607414,Moore,602,France,Male,58,7,474.46,2,1,0,85782.77,0
7416,15607415,Jackson,686,Germany,Female,47,7,123939.89,1,1,1,150754.28,1
7417,15607416,Gonzalez,850,France,Male,59,6,0.0,2,1,0,134934.22,0
7418,15607417,Anderson,802,France,Male,49,6,0.0,2,1,1,138592.04,0
7419,15607418,Martin,637,France,Male,51,7,0.0,2,1,1,121917.01,0
7420,15607419,Moore,786,Germany,Female,38,7,0.0,1,0,1,37276.78,0
7421,15607420,Williams,465,France,Female,45,0,121155.35,1,1,1,158227.02,0
7422,15607421,Williams,698,Germany,Male,45,1,48691.9,1,1,1,127957.4,0
7423,15607422,Sanchez,700,France,Male,89,9,29397.82,1,1,0,106648.94,1
7424,15607423,Rodriguez,717,France,Female,43,7,206955.45,1,1,0,15596.05,0
7425,15607424,Brown,601,France,Male,51,0,0.0,2,0,1,34198.34,0
7426,15607425,Lewis,686,France,Male,43,8,42908.71,2,1,0,153416.7,0
7427,15607426,Williams,732,France,Male,49,8,0.0,2,0,1,75506.25,0
7428,15607427,Perez,426,France,Male,53,9,16690.6,1,1,1,111697.57,1
7429,15607428,Lee,619,Germany,Female,42,1,0.0,1,1,0,174412.33,1
7430,15607429,Anderson,563,Germany,Male,63,5,0.0,1,1,0,31600.58,1
7431,15607430,Martinez,713,France,Female,42,3,0.0,2,0,1,35590.56,0
7432,15607431,Perez,782,France,Female,37,9,0.0,1,0,1,81143.1,0
7433,15607432,Robinson,591,France,Female,52,6,0.0,1,0,0,135062.94,1
7434,15607433,Miller,545,France,Male,80,1,0.0,1,1,1,33269.79,0
7435,15607434,Wilson,661,France,Male,35,9,183431.04,1,1,1,106180.75,0
7436,15607435,Lewis,539,Spain,Male,39,0,55338.09,2,0,1,138567.96,0
7437,15607436,Smith,628,France,Male,62,8,79113.87,1,0,1,61066.08,0
7438,15607437,Taylor,618,France,Female,43,8,0.0,1,0,1,70500.8,0
7439,15607438,Ramirez,705,France,Male,54,8,210877.27,2,0,1,175274.92,0
7440,15607439,Lee,680,France,Female,66,4,87457.16,2,0,1,36198.89,0
7441,15607440,Wilson,665,Germany,Male,61,2,119448.02,1,1,0,153936.35,1
7442,15607441,Ramirez,807,France,Female,53,5,201384.2,2,0,1,36216.92,0
7443,15607442,Moore,675,France,Female,53,9,60224.71,2,1,0,86482.57,0
7444,15607443,White,609,Germany,Male,53,0,32215.42,1,1,0,145793.51,1
7445,15607444,Lee,621,France,Male,55,9,127136.36,2,1,1,75091.95,0
7446,15607445,Clark,576,Germany,Male,70,7,114171.58,2,0,1,15693.38,0
7447,15607446,Wilson,552,Germany,Male,40,9,211348.68,2,0,0,70836.17,0
7448,15607447,Smith,516,France,Male,39,3,0.0,2,0,0,45727.43,0
7449,15607448,Hernandez,758,Germany,Male,59,1,0.0,1,1,1,30164.43,1
7450,15607449,Hernandez,581,France,Male,44,10,107057.41,2,0,0,121225.93,0
7451,15607450,Hernandez,680,Germany,Female,37,3,0.0,1,1,0,7489.12,0
7452,15607451,Garcia,621,France,Male,74,0,8642.89,1,0,1,169475.3,0
7453,15607452,Gonzalez,647,France,Male,54,9,144277.25,2,1,1,150741.63,0
7454,15607453,Brown,760,Germany,Male,34,9,37540.78,1,0,0,150908.86,0
7455,15607454,Jones,666,Spain,Male,76,7,0.0,1,1,1,148083.24,0
7456,15607455,Garcia,561,Spain,Male,60,5,100460.84,2,0,0,54212.11,0
7457,15607456,Wilson,595,Germany,Female,48,0,91831.16,1,0,1,25262.67,0
7458,15607457,Rodriguez,732,France,Male,52,0,77004.03,1,0,1,198534.98,0
7459,15607458,Gonzalez,696,France,Male,64,1,52207.75,2,0,0,199096.58,0
7460,15607459,Martin,738,France,Male,37,6,122346.1,2,0,1,189916.31,0
7461,15607460,Jones,627,France,Male,65,1,0.0,1,1,1,135613.73,0
7462,15607461,Smith,515,France,Male,51,2,96982.63,2,1,0,92760.2,0
7463,15607462,Wilson,698,Spain,Female,49,10,0.0,1,0,0,39485.0,0
7464,15607463,Garcia,674,France,Male,85,8,131033.76,1,0,1,109681.19,0
7465,15607464,Davis,676,France,Male,70,0,82479.42,1,1,0,59765.94,1
7466,15607465,Smith,517,France,Female,43,8,75235.25,2,0,0,38998.91,0
7467,15607466,Perez,588,Spain,Male,55,5,0.0,2,1,1,153876.04,0
7468,15607467,Robinson,559,Germany,Male,42,8,44973.31,1,1,0,22051.4,1
7469,15607468,Perez,688,Germany,Female,58,9,0.0,2,0,0,155739.43,0
7470,15607469,Hernandez,691,France,Male,81,10,0.0,1,1,0,45933.1,0
7471,15607470,Moore,645,Spain,Female,73,7,123378.16,1,1,1,162.15,0
7472,15607471,Martinez,742,France,Male,57,6,209012.97,2,1,0,32773.23,0
7473,15607472,Ramirez,793,Spain,Male,56,9,162746.86,2,1,1,169918.44,0
7474,15607473,Garcia,683,Germany,Male,50,6,29183.34,1,1,0,104022.43,1
7475,15607474,Harris,714,France,Male,82,5,225152.24,1,0,0,153479.26,1
7476,15607475,Lewis,598,France,Male,63,10,0.0,2,1,1,60254.55,0
7477,15607476,Gonzalez,580,Germany,Male,47,7,0.0,1,1,1,184281.88,0
7478,15607477,Lewis,746,France,Female,53,8,6398.01,1,1,1,179805.04,0
7479,15607478,Gonzalez,566,Spain,Female,54,7,57819.38,1,1,0,64270.27,0
7480,15607479,Martinez,716,France,Male,43,8,0.0,2,1,1,170235.49,0
7481,15607480,Thomas,815,France,Female,54,4,0.0,1,1,1,49099.86,0
7482,15607481,Wilson,712,France,Female,59,2,65706.05,2,0,0,195478.42,0
7483,15607482,Taylor,642,France,Female,42,3,0.0,1,1,0,103302.69,0
7484,15607483,Thomas,521,France,Male,66,3,118713.88,2,1,1,110494.27,1
7485,15607484,Ramirez,665,France,Female,45,8,0.0,2,1,1,3738.7,0
7486,15607485,Gonzalez,746,Germany,Male,47,8,0.0,2,1,0,149932.21,1
7487,15607486,Clark,632,France,Male,45,0,145941.44,1,0,0,49018.57,0
7488,15607487,Thomas,748,Spain,Male,43,4,93618.63,2,1,1,34283.75,0
7489,15607488,Martin,685,Germany,Female,69,1,0.0,1,1,0,75083.94,1
7490,15607489,Wilson,677,Spain,Female,72,4,90858.51,1,1,0,65713.68,1
7491,15607490,Martinez,619,France,Female,46,10,0.0,1,0,1,28124.3,0
7492,15607491,Wilson,510,France,Male,67,4,216970.52,1,1,0,158549.44,0
7493,15607492,Williams,609,France,Female,38,2,141884.48,1,1,1,144264.97,0
7494,15607493,Martin,608,Germany,Male,49,3,102671.79,1,1,0,57575.79,1
7495,15607494,Garcia,705,Spain,Male,40,6,100460.86,1,0,0,99484.04,1
7496,15607495,Martinez,648,France,Male,84,9,0.0,2,1,0,57874.69,1
7497,15607496,Wilson,753,France,Male,70,3,0.0,1,0,1,18602.38,0
7498,15607497,Martinez,677,Spain,Female,36,2,57720.83,1,1,0,79956.12,0
7499,15607498,Clark,601,France,Male,43,9,173717.83,1,1,0,73881.71,0
7500,15607499,Smith,571,Germany,Female,49,3,0.0,1,1,1,177899.08,0
7501,15607500,Jones,592,Germany,Male,51,10,109842.03,1,1,0,131248.49,0
7502,15607501,Sanchez,665,Spain,Male,39,1,67158.97,1,0,0,155330.13,0
7503,15607502,Thomas,614,France,Female,61,0,0.0,1,1,0,134844.49,1
7504,15607503,White,546,France,Male,67,4,14017.7,2,1,0,55229.83,0
7505,15607504,Wilson,746,Germany,Female,56,8,0.0,2,0,1,163019.74,0
7506,15607505,Lee,664,Spain,Female,55,8,66612.99,1,1,1,136533.82,0
7507,15607506,Sanchez,676,France,Male,45,0,56286.36,2,1,0,20357.3,0
7508,15607507,Davis,571,France,Female,48,0,211259.23,2,1,1,90359.52,0
7509,15607508,Perez,550,Germany,Male,55,7,138763.22,3,0,0,6640.22,1
7510,15607509,Robinson,634,Spain,Female,56,6,0.0,1,1,1,71292.26,0
7511,15607510,Davis,455,Spain,Male,52,6,0.0,1,0,1,124620.27,0
7512,15607511,Lewis,724,Spain,Male,65,8,0.0,2,0,0,103930.09,0
7513,15607512,Garcia,582,France,Male,59,4,43695.24,2,1,1,94936.42,0
7514,15607513,White,624,France,Female,67,7,121730.62,1,1,0,40543.24,0
7515,15607514,Martinez,690,Germany,Female,53,6,96408.52,1,0,0,21822.4,1
7516,15607515,Anderson,628,Spain,Female,53,1,57091.19,2,1,1,81321.17,0
7517,15607516,Thomas,537,France,Female,64,1,113217.49,1,0,1,85372.85,0
7518,15607517,Wilson,794,France,Male,42,3,64023.29,2,1,0,145766.19,0
7519,15607518,Anderson,502,Spain,Female,92,0,108598.09,2,1,1,24318.29,0
7520,15607519,Lewis,435,France,Male,45,9,0.0,1,1,0,68171.14,0
7521,15607520,Garcia,733,France,Female,44,4,0.0,1,1,1,69998.54,0
7522,15607521,Hernandez,509,Germany,Female,66,4,131433.73,2,1,1,84176.5,0
7523,15607522,Smith,770,Germany,Male,60,0,86886.15,2,1,0,25350.29,1
7524,15607523,Clark,686,Germany,Female,62,4,123107.69,1,1,1,132917.25,1
7525,15607524,Davis,677,France,Male,54,3,0.0,1,1,1,76279.91,0
7526,15607525,Lee,595,Germany,Female,42,9,192449.7,2,1,0,108445.2,0
7527,15607526,Gonzalez,570,Germany,Female,77,10,115432.87,1,1,0,17950.32,1
7528,15607527,Martin,613,Germany,Female,66,4,294761.53,2,1,1,138785.06,0
7529,15607528,Jackson,565,Germany,Female,46,3,0.0,1,1,1,130137.39,0
7530,15607529,Garcia,765,France,Male,64,8,0.0,2,0,1,86278.07,0
7531,15607530,Wilson,578,France,Female,47,8,2010.37,2,1,0,92931.42,0
7532,15607531,Davis,698,France,Male,48,2,51416.91,1,0,0,55491.73,0
7533,15607532,Hernandez,746,France,Male,49,2,0.0,2,1,1,59555.18,0
7534,15607533,Jackson,565,Germany,Female,45,2,72845.82,2,1,1,188392.65,0
7535,15607534,Smith,686,Spain,Female,53,6,0.0,1,1,0,2276.3,1
7536,15607535,Wilson,564,Germany,Female,66,0,112459.58,4,1,0,110357.63,1
7537,15607536,Anderson,633,Spain,Male,58,3,85975.7,2,0,1,61967.59,0
7538,15607537,Miller,605,France,Female,62,8,0.0,1,1,1,70673.22,0
7539,15607538,Rodriguez,583,France,Female,56,7,0.0,1,1,0,105511.85,1
7540,15607539,Martinez,665,France,Male,34,2,131287.05,1,1,0,79040.63,0
7541,15607540,Lopez,533,France,Male,89,7,0.0,1,1,0,29814.74,1
7542,15607541,Ramirez,739,France,Female,69,5,0.0,2,0,0,44810.92,1
7543,15607542,Wilson,546,Germany,Female,56,9,121298.02,1,0,1,6527.34,0
7544,15607543,Williams,528,Spain,Female,41,10,0.0,1,0,0,75567.92,0
7545,15607544,Thompson,625,France,Male,61,2,65135.42,2,0,1,179012.25,0
7546,15607545,Rodriguez,614,France,Female,53,8,0.0,1,1,0,98223.09,0
7547,15607546,Ramirez,684,Spain,Female,55,9,16106.06,1,0,0,109486.05,1
7548,15607547,Jones,658,France,Male,65,6,66339.04,1,0,0,88903.71,0
7549,15607548,Martin,493,Spain,Female,57,7,121744.35,1,1,1,177481.07,1
7550,15607549,Hernandez,744,Germany,Female,72,9,92639.81,2,0,0,85936.54,1
7551,15607550,Thomas,623,Spain,Male,48,10,34484.41,1,1,1,150811.8,0
7552,15607551,Davis,673,France,Male,38,1,84114.83,1,1,0,150265.8,0
7553,15607552,Smith,850,Germany,Male,52,2,66335.0,1,1,0,99634.87,0
7554,15607553,Lopez,773,France,Female,48,6,0.0,2,0,0,130950.4,0
7555,15607554,White,670,Germany,Female,59,1,0.0,1,1,1,87262.37,0
7556,15607555,Lee,518,France,Male,44,5,53856.89,1,1,1,149881.88,0
7557,15607556,Perez,519,France,Male,48,6,29505.52,1,0,0,172371.09,0
7558,15607557,Robinson,761,Germany,Male,60,10,0.0,1,0,0,178021.98,1
7559,15607558,Jackson,611,Germany,Female,50,10,67952.77,1,1,1,19768.18,1
7560,15607559,Rodriguez,633,Spain,Female,67,5,105051.39,1,0,0,66745.98,1
7561,15607560,White,540,Germany,Female,44,4,0.0,3,1,1,58988.39,1
7562,15607561,Jones,692,Germany,Female,41,8,0.0,2,0,0,169196.36,0
7563,15607562,Sanchez,759,France,Female,61,2,0.0,2,1,1,128224.91,0
7564,15607563,Williams,796,Germany,Male,40,4,20519.95,1,1,1,79933.14,0
7565,15607564,Sanchez,606,Germany,Female,35,4,52969.63,2,1,1,71145.92,0
7566,15607565,Lewis,711,Spain,Female,41,7,0.0,2,1,1,2570.99,0
7567,15607566,Thompson,640,Spain,Female,68,7,8879.92,1,1,1,177345.59,0
7568,15607567,Sanchez,734,France,Female,46,0,96955.75,2,1,1,159317.1,0
7569,15607568,Smith,649,Spain,Female,48,5,216196.91,1,1,1,90690.93,0
7570,15607569,White,570,France,Female,62,5,150901.2,2,1,1,8237.88,1
7571,15607570,Lopez,776,France,Female,65,10,37230.27,2,1,1,178484.66,0
7572,15607571,Thomas,659,Germany,Female,63,9,90589.49,2,1,1,58306.2,1
7573,15607572,Thompson,616,France,Female,61,1,0.0,1,1,0,71720.08,0
7574,15607573,Martin,667,Germany,Male,45,4,125430.89,1,0,1,178361.34,0
7575,15607574,Garcia,579,France,Male,54,5,92995.71,1,0,1,113309.18,0
7576,15607575,Wilson,689,France,Female,39,2,67571.87,2,0,1,94494.43,0
7577,15607576,Brown,631,Germany,Male,49,0,211044.89,3,0,1,89694.46,1
7578,15607577,Gonzalez,573,Germany,Male,37,8,0.0,1,0,1,106994.81,0
7579,15607578,Taylor,850,Spain,Male,67,1,0.0,1,1,1,26324.93,0
7580,15607579,Ramirez,553,Germany,Female,48,3,0.0,1,0,0,53285.44,0
7581,15607580,Miller,683,Germany,Male,54,8,0.0,1,0,0,3937.05,0
7582,15607581,Martinez,655,France,Male,83,8,0.0,1,1,1,183798.32,0
7583,15607582,Brown,551,France,Male,47,7,195122.84,2,1,0,178869.9,0
7584,15607583,Anderson,617,France,Female,69,3,109398.69,2,1,0,124101.25,1
7585,15607584,Lee,521,Germany,Male,39,0,0.0,1,0,0,80634.46,0
7586,15607585,Hernandez,848,Germany,Male,41,10,128583.12,1,1,0,117446.98,1
7587,15607586,Smith,624,France,Female,53,10,0.0,1,1,0,87573.69,0
7588,15607587,Clark,632,Germany,Female,54,6,241309.17,1,1,0,172835.87,0
7589,15607588,Brown,836,Germany,Male,67,1,0.0,1,0,1,115022.06,0
7590,15607589,Gonzalez,570,France,Female,56,7,0.0,1,0,0,155922.4,0
7591,15607590,Smith,774,France,Male,54,9,0.0,1,0,0,28329.47,0
7592,15607591,Williams,706,Spain,Female,45,9,0.0,2,0,0,185257.69,0
7593,15607592,Martin,460,Germany,Male,69,10,51268.97,2,1,0,22812.42,1
7594,15607593,Hernandez,614,Spain,Male,50,1,206662.63,2,1,0,150409.92,0
7595,15607594,Ramirez,691,France,Female,45,9,173595.97,2,1,1,86388.38,0
7596,15607595,Jones,653,Spain,Female,44,2,192720.97,1,1,0,134450.96,0
7597,15607596,Thomas,653,France,Male,54,5,75589.55,1,1,1,177378.01,0
7598,15607597,Lopez,591,France,Male,38,3,175718.1,2,0,0,99437.47,0
7599,15607598,Perez,581,Spain,Female,39,1,133156.43,1,0,1,186984.5,0
7600,15607599,Wilson,620,France,Female,39,0,89958.51,2,1,0,47873.09,0
7601,15607600,Martinez,838,Germany,Male,78,2,137077.98,1,1,1,177067.64,1
7602,15607601,Perez,562,France,Female,73,3,111529.78,1,0,0,83137.34,1
7603,15607602,Williams,603,Germany,Male,43,8,130729.49,1,0,0,97253.44,0
7604,15607603,Gonzalez,652,Spain,Male,34,8,21699.51,2,1,1,86153.72,0
7605,15607604,Sanchez,509,France,Male,56,4,0.0,1,1,0,35849.28,1
7606,15607605,Brown,691,Germany,Male,62,4,0.0,1,1,0,137340.93,1
7607,15607606,Ramirez,526,France,Male,58,6,0.0,1,1,0,107551.16,0
7608,15607607,Thompson,545,Germany,Male,41,7,0.0,1,1,0,161574.77,0
7609,15607608,Lopez,541,France,Male,44,2,0.0,1,1,1,183280.47,0
7610,15607609,Davis,492,France,Male,56,4,336325.53,1,0,0,50555.44,0
7611,15607610,Rodriguez,771,France,Male,39,6,219545.89,2,1,0,144277.43,0
7612,15607611,Jackson,700,France,Male,68,10,173060.3,2,0,0,54080.88,1
7613,15607612,Brown,738,Spain,Female,40,1,38122.83,2,1,0,139971.05,0
7614,15607613,Clark,729,France,Male,54,8,30078.11,3,0,0,65674.22,1
7615,15607614,Williams,633,France,Female,64,2,0.0,2,1,0,164798.03,0
7616,15607615,Jones,647,France,Male,66,6,0.0,2,1,0,160340.72,0
7617,15607616,Sanchez,747,France,Male,66,8,39387.17,1,1,0,40100.14,1
7618,15607617,Harris,807,Germany,Female,45,8,0.0,2,0,0,184914.19,0
7619,15607618,Jones,529,Spain,Female,46,2,0.0,2,1,1,86882.7,0
7620,15607619,Gonzalez,850,France,Male,57,1,0.0,1,1,1,93978.47,0
7621,15607620,Moore,523,Spain,Male,61,10,37915.72,1,0,1,52341.32,0
7622,15607621,Moore,605,Germany,Female,60,4,0.0,1,0,0,69885.57,0
7623,15607622,Thompson,657,France,Female,62,4,21556.51,1,0,0,95654.99,1
7624,15607623,Garcia,665,Germany,Female,59,7,70753.75,1,0,0,32204.67,1
7625,15607624,Smith,838,Germany,Male,56,5,70009.78,1,0,1,115606.34,1
7626,15607625,Hernandez,747,Germany,Male,45,6,0.0,2,1,0,112988.63,1
7627,15607626,Brown,689,Spain,Female,57,10,113061.53,2,1,0,102334.96,0
7628,15607627,Hernandez,749,France,Female,76,7,0.0,1,0,1,60601.86,0
7629,15607628,Clark,683,Spain,Female,49,8,131170.37,2,1,1,10267.85,0
7630,15607629,Miller,585,Spain,Female,48,3,0.0,2,1,1,169241.74,0
7631,15607630,Jones,696,France,Female,60,4,51401.66,2,0,0,90686.18,0
7632,15607631,Davis,656,Germany,Male,40,3,80674.81,2,0,1,141797.05,0
7633,15607632,Wilson,569,France,Male,54,8,189380.33,1,1,0,15320.45,0
7634,15607633,Martinez,771,Spain,Female,67,1,0.0,2,1,0,29664.16,1
7635,15607634,Ramirez,644,Germany,Male,54,7,0.0,2,1,1,154282.33,0
7636,15607635,Perez,542,France,Male,54,10,0.0,1,0,0,134416.6,1
7637,15607636,Robinson,557,France,Male,34,6,0.0,1,0,0,140481.49,0
